method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model,Unnamed: 0
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9314419627189636,521.5250012874603,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9324935674667358,610.0158097743988,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9321014881134032,670.8154842853546,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9298909306526184,340.687618970871,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9308137893676758,688.5108995437622,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9295676946640016,530.6034743785858,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9344576001167296,627.509762763977,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9317460656166076,549.5769369602203,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.930138349533081,582.2522683143616,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9334228038787842,399.93690371513367,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9298680424690248,715.4168112277985,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9308018684387208,409.3182871341705,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9313949346542358,544.6645500659943,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9316381812095642,583.2732598781586,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9317501783370972,667.6016564369202,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9425420761108398,281.407660484314,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9329736232757568,645.1803691387177,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9300667643547058,612.5539565086365,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9327611327171326,558.2969241142273,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9324876666069032,372.226393699646,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9303792715072632,699.658127784729,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9314380288124084,415.6052052974701,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9303467273712158,542.7980988025665,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9300082921981812,562.9869794845581,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9281001091003418,659.51389503479,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9316060543060304,247.08367085456848,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.931921362876892,561.1479277610779,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9363197088241576,408.3994505405426,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9311582446098328,499.6801657676697,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9327325820922852,382.93273186683655,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9317963123321532,501.8476266860962,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9301210641860962,398.45805168151855,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.934383511543274,577.732913017273,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9383068084716796,332.40482091903687,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9288256764411926,712.3871037960052,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9331566095352172,535.5172507762909,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9314544796943665,541.591014623642,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9341558814048768,467.8240790367127,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9322285652160645,695.850091457367,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9336228370666504,349.8853986263275,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.934270977973938,595.6967763900757,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9329134821891784,610.6743032932281,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9302846789360046,668.3204162120819,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9278611540794371,345.3345351219177,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9278559684753418,666.4276249408722,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.937332808971405,551.0779049396515,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9298762679100036,638.0357038974762,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9305107593536376,552.010496377945,GComvGRU,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9327980875968932,624.1640691757202,GComvGRU,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9475382566452026,602.5634543895721,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.945087432861328,839.0656366348267,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9472077488899232,536.0314486026764,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.950567364692688,745.4357953071594,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9595364332199096,576.04079413414,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9527481198310852,832.0959777832031,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.944471836090088,672.0225057601929,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9437687397003174,748.1786134243011,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9469843506813048,454.7325739860535,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9546706676483154,698.4171938896179,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9596903324127196,654.223762512207,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9564228057861328,621.865555524826,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9519367814064026,541.3220851421356,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9421621561050416,625.7465825080872,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9507142901420592,379.5636167526245,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9342440962791444,773.6615495681763,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9489047527313232,521.0822710990906,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9441106915473938,747.73304438591,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.950092911720276,692.1290619373322,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9404628276824952,741.0884108543396,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9450023174285888,655.2118012905121,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9474053978919984,727.3117942810059,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9562621712684632,491.70447611808777,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9421955347061156,676.3463871479034,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9566874504089355,477.2358055114746,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9414273500442504,785.8671038150787,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9584717750549316,662.1053557395935,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9554321765899658,812.4851229190826,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9457526803016664,686.8146550655365,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.947220742702484,741.2963449954987,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9444458484649658,639.2058236598969,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9405006766319276,635.5049362182617,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9499455094337464,436.7324004173279,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9426984190940856,630.8399415016174,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9449095726013184,412.3688139915466,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9461230039596558,622.7203161716461,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9539625644683838,414.165896654129,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9522001147270204,792.4245431423187,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.947332799434662,605.143280506134,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9546972513198853,768.6792516708374,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9421894550323486,668.8013300895691,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.938058376312256,778.3797261714935,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9570204615592957,669.4609906673431,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9345912337303162,845.9187285900116,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9442850947380066,602.6536362171173,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.962826669216156,772.3218533992767,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9521621465682985,427.9872465133667,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9365522265434264,760.3952000141144,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.950580358505249,527.3289918899536,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9374317526817322,742.8264443874359,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9501971006393432,682.6551659107208,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9504286050796508,765.9513914585114,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9474157094955444,698.2035329341888,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9493939876556396,734.7828664779663,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.959462583065033,625.6964876651764,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9544422030448914,731.3563356399536,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9598092436790466,572.0027415752411,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9646090865135192,756.0727353096008,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.95122230052948,545.4843242168427,GConvLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9595934748649596,786.6143810749054,GConvLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9595831036567688,338.8693914413452,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9524800777435304,280.7858548164368,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9477285742759703,394.347574710846,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9589364528656006,250.5832543373108,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9512551426887512,385.4496428966522,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9520177841186525,277.1861345767975,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9482610821723938,307.82643151283264,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9556859135627748,364.0083067417145,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9532648921012878,144.35684871673584,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9549164772033693,514.2896602153778,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9568573236465454,95.14945650100708,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9528661370277404,567.4658596515656,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9529685974121094,100.33847069740295,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9528380632400512,399.4271657466888,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.963197946548462,222.9173285961151,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9558340907096864,279.125515460968,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9507797360420228,328.31681060791016,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9619633555412292,265.47374296188354,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9507966637611388,322.5369973182678,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.953923225402832,261.86068844795227,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9474169611930848,309.41165018081665,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9590628743171692,326.3097610473633,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9526344537734984,178.94373631477356,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9762313961982728,439.6300165653229,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9563987255096436,105.73867082595824,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9518831968307496,442.3380169868469,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9606870412826538,170.2575170993805,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9517475366592408,334.5442626476288,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9615537524223328,290.0880455970764,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.961248517036438,262.4432408809662,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9534445405006408,315.50065302848816,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9599173665046692,254.9255063533783,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9543706774711608,276.2237741947174,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9544656872749328,346.4833335876465,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9540114402770996,179.11534881591797,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9568438529968262,422.6394782066345,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.947428584098816,107.37825274467468,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9569170475006104,449.8802316188812,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9602335691452026,163.75280833244324,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9580803513526917,346.4598672389984,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9518794417381288,271.5257499217987,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9626761078834534,268.13785004615784,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9540008902549744,346.79230666160583,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9557538032531738,201.96515130996704,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9599232077598572,347.28543758392334,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9648736119270324,360.63420128822327,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9529844522476196,169.25761556625366,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9654605984687804,510.3763527870178,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9534832239151,97.1388783454895,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9598844051361084,481.8101587295532,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.965086042881012,204.3472037315369,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.959443211555481,319.5650200843811,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9546365141868592,343.3519780635834,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.977546751499176,239.99701976776123,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.951332986354828,374.5670320987701,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9458685517311096,288.7152166366577,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9594513177871704,298.6574318408966,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.966186821460724,408.4602229595184,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9441760778427124,122.74424052238464,GCLSTM,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.950080156326294,538.3744275569916,GCLSTM,
STGCN,0.1491424310216256,block,4,12,linear,50,1.071848750114441,83.66791367530823,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0630450248718262,368.2759022712708,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0770573616027832,311.8425488471985,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9714818000793456,255.48291659355164,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0019961595535278,411.78194880485535,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9972746968269348,244.63317823410037,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0828388929367063,433.67904233932495,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9903729557991028,259.564160823822,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.979028820991516,82.13987994194031,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9537801146507264,441.56696915626526,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0228389501571655,84.4086549282074,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0069313049316406,301.25332617759705,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0312974452972412,205.2802996635437,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0000450611114502,247.51856327056885,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9618540406227112,167.8415765762329,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0228315591812134,309.67365431785583,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.014195442199707,153.90548658370972,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.03576922416687,364.4842672348023,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.1211918592453003,89.11885166168213,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.984993577003479,352.07981848716736,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0697991847991943,137.377849817276,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.96076500415802,444.1035890579224,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0354162454605105,218.9377381801605,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0067965984344482,470.4282009601593,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9576828479766846,158.4900929927826,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0105082988739014,441.7040576934815,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0005995035171509,284.6056220531464,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9796730875968932,253.7555723190308,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0641452074050903,423.4563248157501,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0101203918457031,217.7055811882019,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.020294189453125,173.76174354553223,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0365201234817505,501.6336703300476,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0612595081329346,65.14643001556396,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.0451070070266724,566.649439573288,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0033082962036133,114.03598046302795,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.957323968410492,277.9987633228302,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9840013384819032,404.426873922348,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9628621339797974,163.32768297195437,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.1096454858779907,380.5240471363068,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.006776213645935,318.14982318878174,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9876105189323424,129.85872220993042,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9868664741516112,539.944518327713,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0121980905532837,77.88292598724365,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.1310878992080688,459.5936269760132,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.1577153205871582,226.0911374092102,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9679389595985411,238.1178319454193,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0328408479690552,439.2906005382538,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9918541312217712,201.0938436985016,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0564658641815186,410.9335849285126,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.985954999923706,281.6568984985352,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0847238302230835,179.65678715705872,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9558477401733398,510.305104970932,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.189802646636963,71.4100968837738,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.99968820810318,572.1050236225128,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0246275663375854,149.16342997550964,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9558796286582948,351.52313470840454,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9648565649986268,276.84874176979065,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,1.081961154937744,285.7012429237366,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,1.0178732872009275,320.0270476341248,DyGrEncoder,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9691209197044371,292.9053339958191,DyGrEncoder,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9544259309768676,398.5965864658356,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.938994824886322,423.0041437149048,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9534764289855956,374.99449467659,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9377591609954834,367.7207381725311,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9502519965171814,488.9237716197968,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9384725093841552,510.09481930732727,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9525993466377258,375.6874136924744,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9395955204963684,428.1077907085418,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9571225047111512,360.2096035480499,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9406992793083192,408.1575801372528,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9518216848373412,347.60227251052856,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9396408796310424,417.5130064487457,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9539011120796204,472.4472255706787,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9389939904212952,329.722012758255,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9520310759544371,553.9507229328156,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9420251250267028,354.0636942386627,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9579246640205384,430.4929354190826,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9402358531951904,414.88069891929626,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9506148099899292,365.7771716117859,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9372137188911438,547.7021865844727,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9512773752212524,225.6292531490326,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9409367442131042,549.589138507843,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9488213062286376,206.03398180007932,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9397366642951964,583.6374328136444,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9541343450546264,174.79949116706848,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9382272958755492,535.7528750896454,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9509445428848268,221.05751156806943,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9384032487869264,526.9323253631592,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9527959823608398,239.97240018844604,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9384578466415404,513.8910129070282,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9524304270744324,244.1492211818695,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9382827877998352,550.3069314956665,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9535150527954102,219.36502838134768,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9393991827964784,588.0682988166809,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.955520749092102,176.18729281425476,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9374874234199524,631.8812122344971,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.9550021886825562,162.67950987815857,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9405890107154846,630.1817438602448,DCRNN,
STGCN,0.1491424310216256,block,4,12,linear,50,0.954153835773468,231.9805235862732,DCRNN,
IT-STGCN,0.1491424310216256,block,4,12,linear,50,0.9396880269050598,426.3002715110779,DCRNN,
