method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
STGCN,0.2857142857142857,block,4,12,linear,50,1.621044397354126,10.129466533660889,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.138229489326477,10.56686782836914,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.350648045539856,7.901703119277954,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2627098560333252,9.059915781021118,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.8608298301696775,8.252770900726318,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.25709331035614,9.723010301589966,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3814802169799805,8.932663679122925,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.4172197580337524,11.22960877418518,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.2455191612243652,10.096555709838867,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1894854307174685,7.05119514465332,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.221044659614563,5.634461402893066,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.308070421218872,6.241868257522583,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.437267780303955,5.603632211685181,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3030898571014404,7.319345951080322,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.444913029670715,6.8134400844573975,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1547130346298218,8.841975688934326,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.321578860282898,9.24988317489624,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1066175699234009,10.309913873672484,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.2781380414962769,7.511025667190552,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2007229328155518,9.657246589660645,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.5479332208633425,8.312731266021729,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.562200903892517,9.034497261047363,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3875294923782349,8.209249258041382,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2722342014312744,10.570545196533203,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.339425563812256,11.21218228340149,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3237594366073608,13.067625284194946,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.433674693107605,11.600710391998293,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.182093620300293,13.90095067024231,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.245157241821289,12.564408540725708,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.269136667251587,9.32640552520752,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.2993944883346558,8.709012508392334,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2034218311309814,11.330249547958374,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.2086790800094604,10.01655387878418,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2305190563201904,11.490295886993408,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3404045104980469,10.140357971191406,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.5115400552749634,11.430935859680176,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.4164185523986816,10.510724544525146,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.151292324066162,12.216909170150757,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.1772639751434326,12.09972858428955,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1544700860977173,12.870864868164062,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.1801220178604126,11.00952959060669,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2694591283798218,11.857285737991331,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3241382837295532,10.222280025482178,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.4892871379852295,12.13779330253601,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.43255615234375,10.545751571655272,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2061718702316284,11.822935104370115,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.394195795059204,10.29865026473999,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3632322549819946,12.208426475524902,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.141467571258545,10.417844772338867,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3493883609771729,11.668887853622437,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3498659133911133,10.365893363952637,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1412086486816406,11.812336206436155,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.3657084703445437,10.363531589508057,GComvGRU
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2378958463668823,11.661113739013672,GComvGRU
STGCN,0.2857142857142857,block,4,12,linear,50,1.2055071592330933,14.088673114776611,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1634596586227417,13.564322710037231,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.148765206336975,12.098212718963625,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2084410190582275,13.960617780685425,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1832904815673828,10.797790050506592,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.173686146736145,16.88815402984619,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2238476276397705,12.450847864151,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.206279158592224,18.88930630683899,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1963931322097778,12.491279363632202,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.170137882232666,17.93365454673767,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.212152361869812,16.159133672714233,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1962250471115112,16.218024015426636,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2412432432174685,9.781014919281006,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1445659399032593,22.61460947990417,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2132021188735962,36.5535295009613,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1644620895385742,22.46095299720764,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.215255618095398,18.47074174880981,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.171501874923706,21.998530864715576,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.3092514276504517,17.362120628356934,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1514055728912354,18.607790231704712,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2237792015075684,15.760258674621582,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.194098711013794,10.908406019210815,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.3260191679000854,9.35086965560913,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1301820278167725,11.543878316879272,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2090345621109009,6.916693449020386,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1198986768722534,8.412584066390991,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2028322219848633,6.633155584335327,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.156136393547058,7.528526306152344,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1406643390655518,7.054175853729248,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1525574922561646,8.159996271133423,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1816328763961792,6.607682704925537,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.179304599761963,11.42669415473938,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.196589469909668,9.26091456413269,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1742640733718872,10.277075052261353,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1978788375854492,7.185007333755493,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.152158498764038,10.282068490982056,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2439507246017456,7.810177803039551,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1699594259262085,9.017470121383669,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2091009616851809,7.164750576019287,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.247060775756836,11.987419605255129,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1979607343673706,4.14143967628479,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1355890035629272,6.481683969497681,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2353146076202393,5.101412057876587,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1445887088775637,8.797107458114624,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1688951253890991,5.899982690811157,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1851811408996582,7.89122724533081,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.196933388710022,5.65809965133667,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1621359586715698,7.758495092391968,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.2380512952804563,5.174214601516724,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.197649598121643,7.50195574760437,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.264178991317749,6.3648786544799805,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1367188692092896,7.526979684829712,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1775670051574707,5.932030200958252,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.154893398284912,8.302433967590332,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.191803216934204,6.602967977523804,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.198155403137207,7.332088470458984,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1916453838348389,6.888165235519409,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2036911249160769,8.935672998428345,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.1659713983535769,3.964467287063599,DyGrEncoder
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1601017713546753,3.723773956298828,DyGrEncoder
STGCN,0.2857142857142857,block,4,12,linear,50,1.205987572669983,2.2358415126800537,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2426810264587402,3.230013132095337,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.25194251537323,2.566486120223999,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1782913208007812,4.298929214477539,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2354018688201904,3.1484463214874268,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.223902940750122,4.620657682418823,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2405368089675903,3.3379647731781006,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2298028469085691,4.485540151596069,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.170626878738403,3.173926591873169,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1603730916976929,4.301990509033203,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.335998773574829,1.9091498851776123,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.20440673828125,4.19058632850647,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2230926752090454,2.9908249378204346,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2401951551437378,4.94024658203125,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.216253638267517,3.953176259994507,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1534124612808228,5.371224641799927,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2194138765335083,3.748213291168213,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.206231713294983,5.273446798324585,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2170445919036863,3.804651737213135,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.247017741203308,5.470948934555054,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.1753816604614258,3.557572603225708,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2475022077560425,4.776952028274536,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.3098597526550293,3.3667213916778564,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2228316068649292,4.765743017196655,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2213836908340454,3.6564652919769287,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1678385734558103,4.802572727203369,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2159489393234253,3.3809893131256104,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.231385588645935,4.943687438964844,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.271698832511902,3.910623550415039,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2280133962631226,5.091586589813232,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.218718647956848,3.552951574325561,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2626844644546509,4.880107402801514,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2407407760620115,3.5558676719665527,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2290629148483276,5.016464710235596,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2049118280410769,3.491360664367676,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2003748416900637,5.029930830001831,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2394354343414309,3.70673418045044,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.248594880104065,5.105530500411987,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2307237386703491,3.5158982276916504,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.233514428138733,4.96277642250061,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.1971712112426758,3.520504713058472,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2647281885147097,4.89776349067688,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2369688749313354,3.5372915267944336,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1549867391586304,4.889446973800659,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.1612763404846191,3.5052969455718994,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2405270338058472,4.914419412612915,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2943172454833984,3.496323347091675,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2353523969650269,4.883686780929565,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.1967068910598757,3.5909998416900635,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.202343225479126,4.978295803070068,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.3156630992889404,3.5618932247161865,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.211963176727295,4.964725017547607,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.2525238990783691,3.786902666091919,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.193347692489624,4.955812692642212,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.1693884134292605,3.634167432785034,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2401885986328125,5.477335214614868,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.213640809059143,3.863072395324707,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.210834503173828,5.065933704376221,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.297136902809143,3.69233775138855,EvolveGCNH
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2136203050613403,4.766104459762573,EvolveGCNH
STGCN,0.2857142857142857,block,4,12,linear,50,1.299439549446106,2.044813871383667,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2264326810836792,3.4179508686065674,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.265910029411316,2.078550338745117,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2186022996902466,3.476193189620972,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.4210515022277832,2.138976573944092,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.314570426940918,3.637506246566773,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2390494346618652,2.0621626377105717,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1718850135803225,3.476548910140991,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2041773796081543,2.141639232635498,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1669319868087769,3.4676027297973637,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2107012271881104,1.9278595447540283,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3478691577911377,3.574867010116577,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2074280977249146,2.164565324783325,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2058392763137815,3.525158166885376,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.196308970451355,2.2108466625213623,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.240195631980896,3.900308609008789,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2969990968704224,2.3981995582580566,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2167891263961792,3.454232931137085,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.3517630100250244,1.94856858253479,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.203072190284729,3.513954162597656,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1876280307769775,2.023796796798706,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2874269485473633,3.361759185791016,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2085459232330322,2.0447919368743896,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1787407398223877,3.4846341609954834,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.3688578605651855,2.2549352645874023,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.197237849235535,3.6683926582336426,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2813447713851929,2.1146726608276367,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.244632363319397,3.525744676589966,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.280216932296753,2.1224215030670166,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2241144180297852,3.519912004470825,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2237977981567385,2.1648707389831543,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3218125104904177,3.746261358261109,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2241498231887815,2.1205379962921143,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.243452548980713,3.5195014476776123,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1764941215515137,2.151681423187256,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.310895323753357,3.5439493656158447,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2348214387893677,2.1599767208099365,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2393051385879517,3.5973880290985107,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2667056322097778,2.147573471069336,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.233537673950195,3.525110244750977,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1225451231002808,2.156071901321411,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.4272489547729492,3.380042314529419,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.148640751838684,2.123241901397705,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.291240692138672,3.864870071411133,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2087223529815674,2.2665672302246094,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3968312740325928,3.870438098907471,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1957578659057615,2.583391666412353,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3412690162658691,4.413243532180786,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1486495733261108,2.6377294063568115,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3355804681777954,4.093213319778442,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1668400764465332,2.64686918258667,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2367697954177856,4.18712592124939,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2188091278076172,2.689840078353882,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.251605987548828,4.047876596450806,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.225534200668335,2.484261274337769,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2766180038452148,3.816681385040283,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.1473639011383057,2.321281671524048,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1366002559661863,3.620604038238525,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.175912380218506,2.2478067874908447,EvolveGCNO
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1887526512145996,3.806027173995972,EvolveGCNO
STGCN,0.2857142857142857,block,4,12,linear,50,1.2242226600646973,4.372899055480957,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2418967485427856,5.970270395278931,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2850478887557983,4.45488429069519,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1800949573516846,5.896738290786743,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.278439164161682,4.534095764160156,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2565653324127195,5.999705076217651,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2258349657058716,4.444163084030151,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.212031006813049,6.021822690963745,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.188955783843994,4.175787687301636,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.363625407218933,5.51219654083252,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2293362617492676,4.139535427093506,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2246739864349363,5.526562929153442,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.138557195663452,4.075298547744751,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.282629132270813,5.526235103607178,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.1889296770095823,4.1566784381866455,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2564547061920166,5.549929618835449,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2683830261230469,4.208825588226318,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2821364402770996,5.452097177505493,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2106364965438845,4.285509824752808,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2064449787139893,5.53616189956665,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.261025309562683,4.200909852981567,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2348817586898804,5.602280616760254,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2030876874923706,4.053857803344727,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.270095944404602,5.404610633850098,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.172047138214111,4.031126022338867,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.3441619873046875,5.333819150924683,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.1863917112350464,3.824979066848755,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.4954848289489746,5.35834002494812,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.4331798553466797,4.007197141647339,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.1806987524032593,5.2882399559021,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.1851625442504885,4.126775503158569,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2502362728118896,5.853325843811035,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.145424723625183,4.51967716217041,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.216163992881775,5.960238933563232,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.2603840827941897,4.451769828796387,TGCN
IT-STGCN,0.2857142857142857,block,4,12,linear,50,1.2442529201507568,5.898227691650391,TGCN
STGCN,0.2857142857142857,block,4,12,linear,50,1.1978167295455933,4.679258823394775,TGCN
