,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
223,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.236804485321045,22.03179287910461,GCLSTM
227,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.35536789894104,3.674755334854126,GCLSTM
231,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.326827883720398,28.81576156616211,GCLSTM
235,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3702445030212402,3.785496950149536,GCLSTM
239,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.227189540863037,23.162862539291385,GCLSTM
3,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.737407088279724,2.1683664321899414,DCRNN
7,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2634000778198242,14.780470848083496,DCRNN
11,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.4471704959869385,2.808101415634156,DCRNN
15,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.325061917304993,14.69895887374878,DCRNN
19,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5155971050262451,2.708256244659424,DCRNN
23,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2326234579086304,22.3057668209076,DCRNN
27,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.6573877334594729,3.107224225997925,DCRNN
31,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2008135318756104,17.991059064865112,DCRNN
35,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.577164888381958,2.9686834812164307,DCRNN
39,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.295661687850952,17.78155255317688,DCRNN
43,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5919009447097778,3.155158519744873,DCRNN
47,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2341406345367432,19.333974599838257,DCRNN
51,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5274089574813845,2.9960832595825195,DCRNN
55,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.200036644935608,20.478423595428467,DCRNN
59,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5835046768188477,3.1375207901000977,DCRNN
63,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.1569199562072754,13.94669771194458,DCRNN
67,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.4701701402664185,3.2039825916290283,DCRNN
71,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.0902701616287231,14.161124467849731,DCRNN
75,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.7496610879898071,2.7851603031158447,DCRNN
79,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.1095068454742432,14.379319190979004,DCRNN
83,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.531825065612793,2.764932155609131,DCRNN
